author,entity_type,raw_location,source,status,fetched_at
librarian-bots,unknown,,unmatched,skipped,
lidiya,unknown,,unmatched,skipped,
lier007,unknown,,unmatched,skipped,
lightblue,unknown,,unmatched,skipped,
lighteternal,user,"Athens, GR",cached_github,ok,
lighteval,unknown,,unmatched,skipped,
lighthouzai,unknown,,unmatched,skipped,
lightonai,organization,"Paris, France",cached_github,ok,
lightweight,unknown,,unmatched,skipped,
lightx2v,unknown,,unmatched,skipped,
likaixin,unknown,,unmatched,skipped,
lilylilith,unknown,,unmatched,skipped,
liminerity,unknown,,unmatched,skipped,
line-corporation,unknown,,unmatched,skipped,
lingshu-medical-mllm,unknown,,unmatched,skipped,
linhtran92,unknown,,unmatched,skipped,
linkanjarad,unknown,,unmatched,skipped,
linoyts,unknown,,unmatched,skipped,
linxy,unknown,,unmatched,skipped,
lioooox,unknown,,unmatched,skipped,
lirang04,user,"Beijing, China",cached_github,ok,
litagin,unknown,,unmatched,skipped,
litert-community,unknown,,unmatched,skipped,
littlejohn-ai,unknown,,unmatched,skipped,
liuhaotian,unknown,,unmatched,skipped,
livecodebench,unknown,,unmatched,skipped,
livekit,unknown,,unmatched,skipped,
liwu,unknown,,unmatched,skipped,
lixin4ever,user,"Shatin, N.T., HKSAR",cached_github,ok,
liyucheng,unknown,,unmatched,skipped,
lizhuang144,unknown,,unmatched,skipped,
lizpreciatior,unknown,,unmatched,skipped,
lj1995,unknown,,unmatched,skipped,
lkhl,unknown,,unmatched,skipped,
llSourcell,unknown,,unmatched,skipped,
llamafactory,unknown,,unmatched,skipped,
llamaindex,unknown,,unmatched,skipped,
llamameta,unknown,,unmatched,skipped,
llamastack,unknown,,unmatched,skipped,
llava-hf,unknown,,unmatched,skipped,
lllyasviel,organization,"San Francisco, CA, USA",manual,manual,
llm-blender,unknown,,unmatched,skipped,
llm-book,unknown,,unmatched,skipped,
llm-jp,organization,Japan,cached_github,ok,
llm-slice,unknown,,unmatched,skipped,
llm-wizard,unknown,,unmatched,skipped,
llmrails,unknown,,unmatched,skipped,
llmware,unknown,,unmatched,skipped,
lmarena-ai,unknown,,unmatched,skipped,
lmg-anon,unknown,,unmatched,skipped,
lmlmcat,unknown,,unmatched,skipped,
lmms-lab,user,Darkside Moon,cached_github,ok,
lmqg,unknown,,unmatched,skipped,
lmstudio-ai,unknown,,unmatched,skipped,
lmstudio-community,organization,"Seattle, WA, USA",manual,manual,
lmsys,organization,"San Francisco, CA, USA",manual,manual,
lmz,unknown,,unmatched,skipped,
lnyan,unknown,,unmatched,skipped,
lockon,unknown,,unmatched,skipped,
locuslab,unknown,,unmatched,skipped,
lodestones,unknown,,unmatched,skipped,
logikon,unknown,,unmatched,skipped,
lokeshch19,unknown,,unmatched,skipped,
lomahony,unknown,,unmatched,skipped,
longlian,unknown,,unmatched,skipped,
longvideobench,unknown,,unmatched,skipped,
lopi999,unknown,,unmatched,skipped,
louaaron,unknown,,unmatched,skipped,
lovis93,unknown,,unmatched,skipped,
lrzjason,unknown,,unmatched,skipped,
lucadiliello,unknown,,unmatched,skipped,
lucas-leme,unknown,,unmatched,skipped,
lucas-ventura,unknown,,unmatched,skipped,
luccafong,unknown,,unmatched,skipped,
lucyknada,unknown,,unmatched,skipped,
luhua,unknown,,unmatched,skipped,
lukbl,unknown,,unmatched,skipped,
lunarfish,unknown,,unmatched,skipped,
lustlyai,unknown,,unmatched,skipped,
lusxvr,unknown,,unmatched,skipped,
lvhaidong,unknown,,unmatched,skipped,
lvwerra,user,"Bern, Switzerland",cached_github,ok,
lxyuan,unknown,,unmatched,skipped,
lytang,unknown,,unmatched,skipped,
lzyvegetable,unknown,,unmatched,skipped,
m-a-p,unknown,,unmatched,skipped,
m-ric,unknown,,unmatched,skipped,
m3hrdadfi,unknown,,unmatched,skipped,
m3rg-iitd,unknown,,unmatched,skipped,
m42-health,unknown,,unmatched,skipped,
m8than,unknown,,unmatched,skipped,
mPLUG,unknown,,unmatched,skipped,
macadeliccc,unknown,,unmatched,skipped,
made-with-clay,unknown,,unmatched,skipped,
madebyollin,user,"Redmond, WA",cached_github,ok,
madhurjindal,unknown,,unmatched,skipped,
magespace,unknown,,unmatched,skipped,
magic-leap-community,unknown,,unmatched,skipped,
maicomputer,unknown,,unmatched,skipped,
maidalun1020,unknown,,unmatched,skipped,
maitrix-org,unknown,,unmatched,skipped,
makisekurisu-jp,unknown,,unmatched,skipped,
malhajar,unknown,,unmatched,skipped,
malteos,user,"Berlin, Germany",cached_github,ok,
mandar100,unknown,,unmatched,skipped,
mandarjoshi,unknown,,unmatched,skipped,
mann-e,unknown,,unmatched,skipped,
manu,unknown,,unmatched,skipped,
manycore-research,organization,"Hangzhou, China",cached_github,ok,
maomao88,unknown,,unmatched,skipped,
marcelbinz,unknown,,unmatched,skipped,
marcmendez-aily,unknown,,unmatched,skipped,
marco,unknown,,unmatched,skipped,
marcuskd,unknown,,unmatched,skipped,
marieke93,unknown,,unmatched,skipped,
maritaca-ai,unknown,,unmatched,skipped,
marketeam,unknown,,unmatched,skipped,
markmagic,unknown,,unmatched,skipped,
markussagen,user,"Stockholm, Sweden",cached_github,ok,
martin-ha,unknown,,unmatched,skipped,
math-ai,unknown,,unmatched,skipped,
matsuo-lab,unknown,,unmatched,skipped,
matteogeniaccio,unknown,,unmatched,skipped,
mattmdjaga,unknown,,unmatched,skipped,
mattshumer,unknown,,unmatched,skipped,
maxcurrent,unknown,,unmatched,skipped,
maxin-cn,user,Australia,cached_github,ok,
maxiw,unknown,,unmatched,skipped,
maya-multimodal,unknown,,unmatched,skipped,
maya-research,unknown,,unmatched,skipped,
maywell,unknown,,unmatched,skipped,
mbien,unknown,,unmatched,skipped,
md-nishat-008,unknown,,unmatched,skipped,
mdarhri00,unknown,,unmatched,skipped,
mdhugol,unknown,,unmatched,skipped,
mdokl,unknown,,unmatched,skipped,
medalpaca,unknown,,unmatched,skipped,
medicalai,unknown,,unmatched,skipped,
medkit,unknown,,unmatched,skipped,
meetkai,unknown,,unmatched,skipped,
mega281,unknown,,unmatched,skipped,
megagonlabs,unknown,,unmatched,skipped,
meituan-longcat,unknown,,unmatched,skipped,
mental,unknown,,unmatched,skipped,
meraGPT,unknown,,unmatched,skipped,
merterbak,unknown,,unmatched,skipped,
merve,unknown,,unmatched,skipped,
mesolitica,unknown,,unmatched,skipped,
meta-agents-research-environments,unknown,,unmatched,skipped,
meta-llama,organization,"San Francisco, CA, USA",manual,manual,
meta-math,unknown,,unmatched,skipped,
metavoiceio,organization,United States of America,cached_github,ok,
mfidabel,user,"Asunción, Paraguay",cached_github,ok,
mgalkin,unknown,,unmatched,skipped,
mgleize,unknown,,unmatched,skipped,
mhenrichsen,unknown,,unmatched,skipped,
michaelfeil,user,San Francisco,cached_github,ok,
michaelwzhu,unknown,,unmatched,skipped,
michelleli99,unknown,,unmatched,skipped,
michiyasunaga,unknown,,unmatched,skipped,
microsoft,organization,"Redmond, WA, USA",manual,manual,
migtissera,unknown,,unmatched,skipped,
mii-llm,unknown,,unmatched,skipped,
mikex86,unknown,,unmatched,skipped,
mikeyandfriends,unknown,,unmatched,skipped,
milanmayur20,unknown,,unmatched,skipped,
minimaxir,user,San Francisco,cached_github,ok,
minishlab,unknown,,unmatched,skipped,
ministral,unknown,,unmatched,skipped,
minuva,unknown,,unmatched,skipped,
miqudev,unknown,,unmatched,skipped,
miromind-ai,unknown,,unmatched,skipped,
mirroring,unknown,,unmatched,skipped,
mirth,unknown,,unmatched,skipped,
mispeech,unknown,,unmatched,skipped,
misri,unknown,,unmatched,skipped,
missvector,unknown,,unmatched,skipped,
mistral-community,unknown,,unmatched,skipped,
mistral-experimental,unknown,,unmatched,skipped,
mistralai,organization,"Paris, France",manual,manual,
mit-han-lab,organization,MIT,cached_github,ok,
mixedbread-ai,unknown,,unmatched,skipped,
mixtao,unknown,,unmatched,skipped,
mkurman,unknown,,unmatched,skipped,
ml6team,unknown,,unmatched,skipped,
mlabonne,user,"London, United Kingdom",cached_github,ok,
mlc-ai,unknown,,unmatched,skipped,
mlfoundations,unknown,,unmatched,skipped,
mlinhbng,unknown,,unmatched,skipped,
mlsa-iai-msu-lab,unknown,,unmatched,skipped,
mlx-community,unknown,,unmatched,skipped,
mmnga,unknown,,unmatched,skipped,
mntss,unknown,,unmatched,skipped,
mobicham,user,"Berlin, Germany",cached_github,ok,
mobilint,unknown,,unmatched,skipped,
modularai,unknown,,unmatched,skipped,
moka-ai,organization,"Beijing, China",manual,manual,
monadical-labs,unknown,,unmatched,skipped,
monologg,unknown,,unmatched,skipped,
monra,unknown,,unmatched,skipped,
monster-labs,unknown,,unmatched,skipped,
moojink,unknown,,unmatched,skipped,
moondream,organization,"Seattle, WA, USA",manual,manual,
moonshotai,unknown,,unmatched,skipped,
moreh,unknown,,unmatched,skipped,
morgendave,unknown,,unmatched,skipped,
morsetechlab,unknown,,unmatched,skipped,
morteza20,unknown,,unmatched,skipped,
mosaicml,organization,United States of America,cached_github,ok,
mosesb,unknown,,unmatched,skipped,
motherduckdb,unknown,,unmatched,skipped,
moussaKam,unknown,,unmatched,skipped,
mozilla-ai,unknown,,unmatched,skipped,
mozilla-foundation,unknown,,unmatched,skipped,
mpoyraz,unknown,,unmatched,skipped,
mradermacher,organization,"Hamburg, Germany",manual,manual,
mrfakename,unknown,,unmatched,skipped,
mrlbenchmarks,unknown,,unmatched,skipped,
mrm8488,user,"Murcia, Spain",cached_github,ok,
mrmrx,unknown,,unmatched,skipped,
mrtoy,user,shanghai,cached_github,ok,
mscheidl,unknown,,unmatched,skipped,
mshenoda,unknown,,unmatched,skipped,
mteb,unknown,,unmatched,skipped,
mtgv,unknown,,unmatched,skipped,
mukaj,unknown,,unmatched,skipped,
multimodal-reasoning-lab,unknown,,unmatched,skipped,
multimodalart,organization,"New York, NY, USA",manual,manual,
muse-bench,unknown,,unmatched,skipped,
mustafaaljadery,user,San Diego,cached_github,ok,
muziyongshixin,unknown,,unmatched,skipped,
mvp-lab,unknown,,unmatched,skipped,
mwritescode,unknown,,unmatched,skipped,
mychen76,unknown,,unmatched,skipped,
mys,unknown,,unmatched,skipped,
myshell-ai,organization,United States of America,cached_github,ok,
mzwing,user,(x,cached_github,ok,
naclbit,unknown,,unmatched,skipped,
nakodanei,unknown,,unmatched,skipped,
namdp-ptit,unknown,,unmatched,skipped,
nampdn-ai,unknown,,unmatched,skipped,
nanonets,organization,San Fransisco,cached_github,ok,
nari-labs,unknown,,unmatched,skipped,
nateraw,unknown,,unmatched,skipped,
natsusakiyomi,unknown,,unmatched,skipped,
naufalihsan,unknown,,unmatched,skipped,
naver,organization,"Seoul, South Korea",manual,manual,
naver-clova-ix,organization,"Seoul, South Korea",manual,manual,
naver-clova-ocr,unknown,,unmatched,skipped,
naver-hyperclovax,unknown,,unmatched,skipped,
naxalpha,unknown,,unmatched,skipped,
nbertagnolli,user,Remote,cached_github,ok,
nbroad,unknown,,unmatched,skipped,
ncbi,unknown,,unmatched,skipped,
nebius,unknown,,unmatched,skipped,
neo4j,unknown,,unmatched,skipped,
neongeckocom,unknown,,unmatched,skipped,
nerijs,unknown,,unmatched,skipped,
neta-art,unknown,,unmatched,skipped,
neulab,unknown,,unmatched,skipped,
neuphonic,unknown,,unmatched,skipped,
neural-bridge,unknown,,unmatched,skipped,
neuralmind,unknown,,unmatched,skipped,
newfacade,unknown,,unmatched,skipped,
nex-agi,unknown,,unmatched,skipped,
nferruz,unknown,,unmatched,skipped,
nghuyong,unknown,,unmatched,skipped,
nguha,unknown,,unmatched,skipped,
nguyenvulebinh,unknown,,unmatched,skipped,
ngxson,user,France,cached_github,ok,
nickmuchi,unknown,,unmatched,skipped,
nickprock,user,Vibo Valentia,cached_github,ok,
nicky007,unknown,,unmatched,skipped,
nie3e,unknown,,unmatched,skipped,
nielsr,unknown,,unmatched,skipped,
nightmedia,unknown,,unmatched,skipped,
nijatzeynalov,unknown,,unmatched,skipped,
nikolamilosevic,unknown,,unmatched,skipped,
nilsleh,unknown,,unmatched,skipped,
nineninesix,unknown,,unmatched,skipped,
nisten,unknown,,unmatched,skipped,
nitrosocke,unknown,,unmatched,skipped,
nixiesearch,unknown,,unmatched,skipped,
nkp37,unknown,,unmatched,skipped,
nlile,user,SF,cached_github,ok,
nlp-waseda,unknown,,unmatched,skipped,
nlpai-lab,unknown,,unmatched,skipped,
nlpaueb,unknown,,unmatched,skipped,
nlpcloud,unknown,,unmatched,skipped,
nlpconnect,unknown,,unmatched,skipped,
nlphuji,unknown,,unmatched,skipped,
nlpie,unknown,,unmatched,skipped,
nlptown,unknown,,unmatched,skipped,
nm-testing,unknown,,unmatched,skipped,
noctrex,unknown,,unmatched,skipped,
nomic-ai,organization,United States of America,cached_github,ok,
noneUsername,unknown,,unmatched,skipped,
norallm,unknown,,unmatched,skipped,
not-lain,user,Tunisia,cached_github,ok,
nota-ai,unknown,,unmatched,skipped,
nothingiisreal,unknown,,unmatched,skipped,
notmahi,user,"New York, NY",cached_github,ok,
notstoic,unknown,,unmatched,skipped,
nousr,unknown,,unmatched,skipped,
np-cr,unknown,,unmatched,skipped,
nphSi,unknown,,unmatched,skipped,
nramanan,unknown,,unmatched,skipped,
nreimers,unknown,,unmatched,skipped,
nsfwthrowitaway69,unknown,,unmatched,skipped,
ntu-spml,unknown,,unmatched,skipped,
nuigurumi,unknown,,unmatched,skipped,
numind,unknown,,unmatched,skipped,
nunchaku-ai,organization,United States of America,cached_github,ok,
nupurkmr9,unknown,,unmatched,skipped,
nurzhanit,unknown,,unmatched,skipped,
nvidia,organization,"San Francisco, CA, USA",manual,manual,
nyanko7,unknown,,unmatched,skipped,
nyrahealth,unknown,,unmatched,skipped,
nytopop,unknown,,unmatched,skipped,
nyu-mll,unknown,,unmatched,skipped,
nyu-visionx,unknown,,unmatched,skipped,
nyuuzyou,unknown,,unmatched,skipped,
obann001,unknown,,unmatched,skipped,
obi,unknown,,unmatched,skipped,
occiglot,organization,"Munich, Germany",manual,manual,
odats,unknown,,unmatched,skipped,
oddadmix,unknown,,unmatched,skipped,
ogkalu,unknown,,unmatched,skipped,
oliverguhr,unknown,,unmatched,skipped,
olivierdehaene,user,France,cached_github,ok,
omarkamali,unknown,,unmatched,skipped,
omegalabsinc,unknown,,unmatched,skipped,
omkarthawakar,user,"Abu Dhabi, United Arab Emirates",cached_github,ok,
omlab,unknown,,unmatched,skipped,
omni-research,unknown,,unmatched,skipped,
onecxi,unknown,,unmatched,skipped,
onlplab,unknown,,unmatched,skipped,
onnx,unknown,,unmatched,skipped,
onnx-community,unknown,,unmatched,skipped,
onnx-models,unknown,,unmatched,skipped,
oobabooga,unknown,,unmatched,skipped,
open-cn-llm-leaderboard,unknown,,unmatched,skipped,
open-law-data-thailand,unknown,,unmatched,skipped,
open-llm-leaderboard,unknown,,unmatched,skipped,
open-llm-leaderboard-old,unknown,,unmatched,skipped,
open-phi,unknown,,unmatched,skipped,
open-r1,unknown,,unmatched,skipped,
open-social-world,unknown,,unmatched,skipped,
open-thoughts,unknown,,unmatched,skipped,
open-unlearning,unknown,,unmatched,skipped,
openGPT-X,unknown,,unmatched,skipped,
openaccess-ai-collective,unknown,,unmatched,skipped,
openai,organization,"San Francisco, CA, USA",manual,manual,
openai-community,unknown,,unmatched,skipped,
openart-custom,unknown,,unmatched,skipped,
openbmb,organization,"Beijing, China",manual,manual,
openchat,organization,"Beijing, China",manual,manual,
opencompass,unknown,,unmatched,skipped,
opencsg,unknown,,unmatched,skipped,
opendatalab,organization,China,cached_github,ok,
openfree,unknown,,unmatched,skipped,
openlanguagedata,unknown,,unmatched,skipped,
openlifescienceai,unknown,,unmatched,skipped,
openlm-research,unknown,,unmatched,skipped,
openmmlab,unknown,,unmatched,skipped,
openmmlab-community,unknown,,unmatched,skipped,
opensearch-project,unknown,,unmatched,skipped,
openskyml,unknown,,unmatched,skipped,
openslr,unknown,,unmatched,skipped,
openvla,unknown,,unmatched,skipped,
optimum,unknown,,unmatched,skipped,
optimum-intel-internal-testing,organization,"San Francisco, CA, USA",manual,manual,
optimum-internal-testing,unknown,,unmatched,skipped,
orabazes,unknown,,unmatched,skipped,
osanseviero,user,Zürich,cached_github,ok,
oscar-corpus,unknown,,unmatched,skipped,
oshizo,unknown,,unmatched,skipped,
osiria,unknown,,unmatched,skipped,
osllmai-community,unknown,,unmatched,skipped,
osmosis-ai,unknown,,unmatched,skipped,
ostris,organization,United States of America,cached_github,ok,
osunlp,unknown,,unmatched,skipped,
otst,unknown,,unmatched,skipped,
ought,unknown,,unmatched,skipped,
owalsh,unknown,,unmatched,skipped,
owkin,organization,New York,cached_github,ok,
oxyapi,unknown,,unmatched,skipped,
ozair23,unknown,,unmatched,skipped,
ozone-research,unknown,,unmatched,skipped,
p-e-w,user,Anywhere the Internet is,cached_github,ok,
p1atdev,user,Japan,cached_github,ok,
p208p2002,unknown,,unmatched,skipped,
padmajabfrl,unknown,,unmatched,skipped,
padmalcom,unknown,,unmatched,skipped,
paige-ai,unknown,,unmatched,skipped,
paloalma,unknown,,unmatched,skipped,
pankajmathur,unknown,,unmatched,skipped,
pansophic,unknown,,unmatched,skipped,
papluca,unknown,,unmatched,skipped,
parasail-ai,unknown,,unmatched,skipped,
parler-tts,unknown,,unmatched,skipped,
patrickjohncyh,unknown,,unmatched,skipped,
patrickquick,unknown,,unmatched,skipped,
patrickvonplaten,unknown,,unmatched,skipped,
patriotyk,unknown,,unmatched,skipped,
pdelobelle,unknown,,unmatched,skipped,
pedropei,unknown,,unmatched,skipped,
peejm,unknown,,unmatched,skipped,
peft-internal-testing,organization,"New York, NY, USA",manual,manual,
peiyi9979,unknown,,unmatched,skipped,
permutans,unknown,,unmatched,skipped,
persiannlp,unknown,,unmatched,skipped,
petals-team,unknown,,unmatched,skipped,
peteromallet,unknown,,unmatched,skipped,
pevers,user,Amsterdam,cached_github,ok,
pfnet,organization,"Tokyo, Japan",manual,manual,
pharmapsychotic,user,"IL, USA",cached_github,ok,
phenomenon1981,unknown,,unmatched,skipped,
phihung2006,unknown,,unmatched,skipped,
philipp-zettl,unknown,,unmatched,skipped,
philschmid,user,Nuremberg,cached_github,ok,
physical-intelligence,unknown,,unmatched,skipped,
pierreguillou,unknown,,unmatched,skipped,
pile-of-law,unknown,,unmatched,skipped,
pipecat-ai,unknown,,unmatched,skipped,
piuba-bigdata,unknown,,unmatched,skipped,
pixparse,unknown,,unmatched,skipped,
pkshatech,unknown,,unmatched,skipped,
plantian,unknown,,unmatched,skipped,
plasmo,unknown,,unmatched,skipped,
playgroundai,unknown,,unmatched,skipped,
pnnbao-ump,unknown,,unmatched,skipped,
poedator,unknown,,unmatched,skipped,
pollen-robotics,unknown,,unmatched,skipped,
poloclub,organization,"Atlanta, GA",cached_github,ok,
polymathic-ai,unknown,,unmatched,skipped,
poom-sci,unknown,,unmatched,skipped,
porntech,unknown,,unmatched,skipped,
potsawee,user,"Cambridge, GB",cached_github,ok,
pparasurama,unknown,,unmatched,skipped,
pragnakalp,unknown,,unmatched,skipped,
prajjwal1,unknown,,unmatched,skipped,
prihodad,unknown,,unmatched,skipped,
primecai,unknown,,unmatched,skipped,
primeline,unknown,,unmatched,skipped,
princeton-nlp,organization,"New York, NY, USA",manual,manual,
pritamdeka,unknown,,unmatched,skipped,
prithivMLmods,unknown,,unmatched,skipped,
prithivida,unknown,,unmatched,skipped,
pritish,unknown,,unmatched,skipped,
prodia,unknown,,unmatched,skipped,
proj-persona,unknown,,unmatched,skipped,
projecte-aina,unknown,,unmatched,skipped,
prometheus-eval,organization,United States of America,cached_github,ok,
prompthero,unknown,,unmatched,skipped,
protectai,organization,United States of America,cached_github,ok,
protonx-models,unknown,,unmatched,skipped,
prov-gigatime,organization,United States of America,cached_github,ok,
proxima,unknown,,unmatched,skipped,
proximasanfinetuning,unknown,,unmatched,skipped,
prs-eth,organization,"ETH Zurich, Switzerland",cached_github,ok,
pszemraj,unknown,,unmatched,skipped,
ptb-text-only,unknown,,unmatched,skipped,
pucpr,unknown,,unmatched,skipped,
pulsia,unknown,,unmatched,skipped,
purplesmartai,unknown,,unmatched,skipped,
pyannote,unknown,,unmatched,skipped,
pyp1,unknown,,unmatched,skipped,
pysentimiento,unknown,,unmatched,skipped,
pythainlp,unknown,,unmatched,skipped,
pytorch,organization,where the eigens are valued,cached_github,ok,
q-future,unknown,,unmatched,skipped,
q3fer,unknown,,unmatched,skipped,
qanastek,unknown,,unmatched,skipped,
qandos0,unknown,,unmatched,skipped,
qgyd2021,unknown,,unmatched,skipped,
qiantong-xu,unknown,,unmatched,skipped,
qiaojin,unknown,,unmatched,skipped,
qihoo360,unknown,,unmatched,skipped,
qingxu98,unknown,,unmatched,skipped,
qmeeus,unknown,,unmatched,skipped,
qnguyen3,user,Sweden,cached_github,ok,
qqlabs,unknown,,unmatched,skipped,
qualcomm,unknown,,unmatched,skipped,
questcoast,unknown,,unmatched,skipped,
qylu4156,unknown,,unmatched,skipped,
r-f,unknown,,unmatched,skipped,
r1char9,unknown,,unmatched,skipped,
radames,user,San Francisco Bay Area,cached_github,ok,
radicalnumerics,unknown,,unmatched,skipped,
ragavsachdeva,unknown,,unmatched,skipped,
raidium,unknown,,unmatched,skipped,
rajesh1729,unknown,,unmatched,skipped,
rajpurkar,unknown,,unmatched,skipped,
ramsrigouthamg,unknown,,unmatched,skipped,
ranjaykrishna,unknown,,unmatched,skipped,
rasa,unknown,,unmatched,skipped,
rasoul-nikbakht,unknown,,unmatched,skipped,
rasyosef,user,"Addis Ababa, Ethiopia",cached_github,ok,
raulc0399,unknown,,unmatched,skipped,
raynardj,unknown,,unmatched,skipped,
rbhatia46,unknown,,unmatched,skipped,
rd211,unknown,,unmatched,skipped,
reasonir,unknown,,unmatched,skipped,
reazon-research,organization,Japan,cached_github,ok,
reciTAL,unknown,,unmatched,skipped,
redis,unknown,,unmatched,skipped,
rednote-hilab,unknown,,unmatched,skipped,
reducto,unknown,,unmatched,skipped,
reedmayhew,unknown,,unmatched,skipped,
reeducator,unknown,,unmatched,skipped,
refactai,unknown,,unmatched,skipped,
refuelai,unknown,,unmatched,skipped,
reissbaker,user,"Berkeley, CA",cached_github,ok,
renderartist,unknown,,unmatched,skipped,
replit,organization,SF Bay Area,cached_github,ok,
rezzzq,unknown,,unmatched,skipped,
rhasspy,organization,United States,cached_github,ok,
rhymes-ai,unknown,,unmatched,skipped,
richardyoung,unknown,,unmatched,skipped,
richielo,user,"London, United Kingdom",cached_github,ok,
riffusion,unknown,,unmatched,skipped,
rinna,organization,"Tokyo, Japan",manual,manual,
riotu-lab,unknown,,unmatched,skipped,
rippertnt,unknown,,unmatched,skipped,
rizvandwiki,unknown,,unmatched,skipped,
rl-research,unknown,,unmatched,skipped,
robinhad,user,"Lviv, Ukraine",cached_github,ok,
roborovski,unknown,,unmatched,skipped,
robot-test,unknown,,unmatched,skipped,
robotics-diffusion-transformer,unknown,,unmatched,skipped,
robotjung,unknown,,unmatched,skipped,
robowaifudev,unknown,,unmatched,skipped,
rockerBOO,user,In the Valley,cached_github,ok,
rogue-security,unknown,,unmatched,skipped,
rombodawg,unknown,,unmatched,skipped,
ronantakizawa,unknown,,unmatched,skipped,
roneneldan,unknown,,unmatched,skipped,
ronigold,unknown,,unmatched,skipped,
royallab,unknown,,unmatched,skipped,
royokong,unknown,,unmatched,skipped,
royweiss1,unknown,,unmatched,skipped,
rrivera1849,unknown,,unmatched,skipped,
rsi,unknown,,unmatched,skipped,
rsortino,unknown,,unmatched,skipped,
rtr46,unknown,,unmatched,skipped,
rtzr,unknown,,unmatched,skipped,
rubend18,unknown,,unmatched,skipped,
rufimelo,unknown,,unmatched,skipped,
ruliad,unknown,,unmatched,skipped,
ruslanmv,user,Italy,cached_github,ok,
rv2307,unknown,,unmatched,skipped,
ryan14g,unknown,,unmatched,skipped,
s-nlp,unknown,,unmatched,skipped,
s2593817,unknown,,unmatched,skipped,
s2w-ai,unknown,,unmatched,skipped,
sWizad,unknown,,unmatched,skipped,
saaduddinM,unknown,,unmatched,skipped,
saattrupdan,user,"Copenhagen, Denmark",cached_github,ok,
sadickam,unknown,,unmatched,skipped,
sagorsarker,unknown,,unmatched,skipped,
sahil2801,unknown,,unmatched,skipped,
sail,unknown,,unmatched,skipped,
saiyan-world,unknown,,unmatched,skipped,
sakuraumi,unknown,,unmatched,skipped,
salakash,unknown,,unmatched,skipped,
salmanshahid,unknown,,unmatched,skipped,
saltlux,unknown,,unmatched,skipped,
sambanovasystems,unknown,,unmatched,skipped,
sanaka87,unknown,,unmatched,skipped,
sanchit-gandhi,user,"London, UK",cached_github,ok,
sander-wood,unknown,,unmatched,skipped,
sangmini,unknown,,unmatched,skipped,
sapienzanlp,organization,"Rome, Italy",cached_github,ok,
sapphirex,unknown,,unmatched,skipped,
sarahai,unknown,,unmatched,skipped,
sartifyllc,unknown,,unmatched,skipped,
sarulab-speech,organization,"Tokyo, Japan",cached_github,ok,
sarvamai,unknown,,unmatched,skipped,
sasha,unknown,,unmatched,skipped,
savasy,unknown,,unmatched,skipped,
sayakpaul,user,India,cached_github,ok,
sayed0am,unknown,,unmatched,skipped,
sayeed99,unknown,,unmatched,skipped,
sazyou-roukaku,unknown,,unmatched,skipped,
sbcBI,unknown,,unmatched,skipped,
sbintuitions,unknown,,unmatched,skipped,
scherrmann,unknown,,unmatched,skipped,
sd-community,unknown,,unmatched,skipped,
sd-concepts-library,unknown,,unmatched,skipped,
sd-dreambooth-library,unknown,,unmatched,skipped,
sd2-community,unknown,,unmatched,skipped,
sdadas,unknown,,unmatched,skipped,
seara,unknown,,unmatched,skipped,
sebastian-hofstaetter,unknown,,unmatched,skipped,
second-state,organization,"San Francisco, CA, USA",manual,manual,
seeklhy,unknown,,unmatched,skipped,
segment-any-text,unknown,,unmatched,skipped,
segments,unknown,,unmatched,skipped,
segmind,organization,Bengaluru,cached_github,ok,
segolilylabs,unknown,,unmatched,skipped,
selfrag,unknown,,unmatched,skipped,
senseable,unknown,,unmatched,skipped,
sensenova,unknown,,unmatched,skipped,
sentence-transformers,organization,"Frankfurt, Germany",manual,manual,
sentence-transformers-testing,unknown,,unmatched,skipped,
sentinet,unknown,,unmatched,skipped,
sepulm01,unknown,,unmatched,skipped,
sequelbox,unknown,,unmatched,skipped,
sergeyzh,unknown,,unmatched,skipped,
sergiopaniego,user,Madrid,cached_github,ok,
serpdotai,unknown,,unmatched,skipped,
sesame,unknown,,unmatched,skipped,
setfunctionenvironment,unknown,,unmatched,skipped,
setu4993,unknown,,unmatched,skipped,
severinsimmler,unknown,,unmatched,skipped,
seyonec,unknown,,unmatched,skipped,
sfairXC,unknown,,unmatched,skipped,
sgugger,unknown,,unmatched,skipped,
shadowml,unknown,,unmatched,skipped,
shahrukhx01,user,"Crailsheim, Germany",cached_github,ok,
shahukareem,unknown,,unmatched,skipped,
shahzeb171,unknown,,unmatched,skipped,
shanchen,unknown,,unmatched,skipped,
shareAI,unknown,,unmatched,skipped,
shashu2325,unknown,,unmatched,skipped,
shb777,unknown,,unmatched,skipped,
shenzhi-wang,organization,"Beijing, China",manual,manual,
shi-labs,organization,United States of America,cached_github,ok,
shibing624,organization,"Beijing, China",manual,manual,
shihao1895,unknown,,unmatched,skipped,
shing3232,unknown,,unmatched,skipped,
shisa-ai,unknown,,unmatched,skipped,
shivammehta25,user,"Los Gatos, California",cached_github,ok,
showlab,unknown,,unmatched,skipped,
shunk031,unknown,,unmatched,skipped,
shuttleai,unknown,,unmatched,skipped,
shuyuej,unknown,,unmatched,skipped,
siddharthtumre,unknown,,unmatched,skipped,
siebert,unknown,,unmatched,skipped,
sii-rhos-ai,unknown,,unmatched,skipped,
sil-ai,unknown,,unmatched,skipped,
sileod,unknown,,unmatched,skipped,
