repo_full_name,contributor_login,contributions
datawhalechina/self-llm,dingyue772,19
datawhalechina/self-llm,Kailigithub,16
datawhalechina/self-llm,LINHYYY,16
datawhalechina/self-llm,Joe-2002,15
datawhalechina/self-llm,AXYZdong,14
datawhalechina/self-llm,sssanssss,12
datawhalechina/self-llm,mlw67,12
datawhalechina/self-llm,BaiYu96,10
datawhalechina/self-llm,Unicornlyy,10
datawhalechina/self-llm,li-xiu-qi,9
datawhalechina/self-llm,LucaChen,9
datawhalechina/self-llm,thomas-yanxin,9
datawhalechina/self-llm,yeyeyeyeeeee,8
datawhalechina/self-llm,cswangxiaowei,8
datawhalechina/self-llm,Feimike09,7
datawhalechina/self-llm,YangYu-NUAA,7
datawhalechina/self-llm,fanqiNO1,7
datawhalechina/self-llm,Zhiwen-Liu,7
datawhalechina/self-llm,Bald0Wang,7
datawhalechina/self-llm,anine09,6
datawhalechina/self-llm,sanbuphy,6
datawhalechina/self-llm,little1d,6
datawhalechina/self-llm,jjyaoao,6
datawhalechina/self-llm,Fyuan0206,6
datawhalechina/self-llm,BoyuanGao,5
datawhalechina/self-llm,zhangfanTJU,5
datawhalechina/self-llm,Kedreamix,5
datawhalechina/self-llm,johnjim0816,4
datawhalechina/self-llm,lta155,4
datawhalechina/self-llm,comfzy,4
datawhalechina/self-llm,leo220yuyaodog,4
datawhalechina/self-llm,langlibai66,4
datawhalechina/self-llm,ditingdapeng,3
datawhalechina/self-llm,XiLinky,3
datawhalechina/self-llm,2710932616,3
datawhalechina/self-llm,acwwt,3
datawhalechina/self-llm,KashiwaByte,3
datawhalechina/self-llm,nusakom,3
datawhalechina/self-llm,jodie-kang,2
datawhalechina/self-llm,ilovexsir,2
datawhalechina/self-llm,hujingdan,2
datawhalechina/self-llm,frtanxidian,2
datawhalechina/self-llm,LinChentang,2
datawhalechina/self-llm,LikeGiver,2
datawhalechina/self-llm,Jin-Zhang-Yaoguang,2
datawhalechina/self-llm,huangzhhui,1
datawhalechina/self-llm,wwewwt,1
datawhalechina/self-llm,KarlvenZhao,1
datawhalechina/self-llm,sgmklp,1
datawhalechina/self-llm,pod2c,1
datawhalechina/self-llm,mikawudi,1
datawhalechina/self-llm,kalinplus,1
datawhalechina/self-llm,iehaoang,1
datawhalechina/self-llm,zhuang-hao-ming,1
datawhalechina/self-llm,godkun,1
datawhalechina/self-llm,fancyboi999,1
datawhalechina/self-llm,byx020119,1
datawhalechina/self-llm,ai520study520,1
datawhalechina/self-llm,Zyvpeng,1
datawhalechina/self-llm,Dormiveglia-elf,1
datawhalechina/self-llm,BBuf,1
datawhalechina/self-llm,gzhuuser,1
datawhalechina/self-llm,Weihong-Liu,1
datawhalechina/self-llm,octo-patch,1
datawhalechina/self-llm,poyea,1
datawhalechina/self-llm,Heitao5200,1
datawhalechina/self-llm,dipampaul17,1
datawhalechina/self-llm,BozhengLong,1
langchain-ai/langgraph,nfcampos,2262
langchain-ai/langgraph,hinthornw,789
langchain-ai/langgraph,vbarda,783
langchain-ai/langgraph,dqbd,524
langchain-ai/langgraph,eyurtsev,374
langchain-ai/langgraph,sydney-runkle,301
langchain-ai/langgraph,dependabot[bot],177
langchain-ai/langgraph,andrewnguonly,134
langchain-ai/langgraph,hwchase17,108
langchain-ai/langgraph,isahers1,108
langchain-ai/langgraph,rlancemartin,91
langchain-ai/langgraph,lnhsingh,91
langchain-ai/langgraph,ccurme,81
langchain-ai/langgraph,bracesproul,76
langchain-ai/langgraph,lc-arjun,71
langchain-ai/langgraph,samecrowder,54
langchain-ai/langgraph,mdrxy,52
langchain-ai/langgraph,jacoblee93,39
langchain-ai/langgraph,phvash,31
langchain-ai/langgraph,langchain-infra,31
langchain-ai/langgraph,baskaryan,30
langchain-ai/langgraph,casparb,21
langchain-ai/langgraph,MichaelLi65535,17
langchain-ai/langgraph,jkennedyvz,12
langchain-ai/langgraph,angeligareta,12
langchain-ai/langgraph,gbaian10,11
langchain-ai/langgraph,hari-dhanushkodi,11
langchain-ai/langgraph,jitokim,11
langchain-ai/langgraph,jdrogers940,11
langchain-ai/langgraph,katmayb,10
langchain-ai/langgraph,MidasKylix,10
langchain-ai/langgraph,pjrule,8
langchain-ai/langgraph,hntrl,7
langchain-ai/langgraph,jessicaou,7
langchain-ai/langgraph,github-actions[bot],6
langchain-ai/langgraph,DangerousPotential,6
langchain-ai/langgraph,sakshi1989,6
langchain-ai/langgraph,OfirTeneJuno,6
langchain-ai/langgraph,MauritsBrinkman,6
langchain-ai/langgraph,agola11,6
langchain-ai/langgraph,ArrayPD,5
langchain-ai/langgraph,YassinNouh21,5
langchain-ai/langgraph,asmdrk,5
langchain-ai/langgraph,ykoh42,5
langchain-ai/langgraph,KYUUUW,4
langchain-ai/langgraph,open-swe[bot],4
langchain-ai/langgraph,EugeneJinXin,4
langchain-ai/langgraph,untilhamza,4
langchain-ai/langgraph,cwlbraa,4
langchain-ai/langgraph,eric-langchain,3
langchain-ai/langgraph,longquanzheng,3
langchain-ai/langgraph,le-codeur-rapide,3
langchain-ai/langgraph,rx5ad,3
langchain-ai/langgraph,vermapratyush,3
langchain-ai/langgraph,Hassan-Memon,3
langchain-ai/langgraph,GoogTech,3
langchain-ai/langgraph,benjamincburns,3
langchain-ai/langgraph,hesreallyhim,2
langchain-ai/langgraph,SyedBaqarAbbas,2
langchain-ai/langgraph,tanushree-sharma,2
langchain-ai/langgraph,tjni,2
langchain-ai/langgraph,theofficialvedantjoshi,2
langchain-ai/langgraph,vishnu-ssuresh,2
langchain-ai/langgraph,yagneshmb,2
langchain-ai/langgraph,jokerkeny,2
langchain-ai/langgraph,unauthorised-401,2
langchain-ai/langgraph,os1ma,2
langchain-ai/langgraph,alxdr3k,2
langchain-ai/langgraph,andrestorres123,2
langchain-ai/langgraph,hmasdev,2
langchain-ai/langgraph,nikhildigde,2
langchain-ai/langgraph,yasonk,2
langchain-ai/langgraph,foie0222,2
langchain-ai/langgraph,Undertone0809,2
langchain-ai/langgraph,JP-Ellis,2
langchain-ai/langgraph,ianchi,2
langchain-ai/langgraph,akshseh,2
langchain-ai/langgraph,menezesandre,2
langchain-ai/langgraph,christian-bromann,2
langchain-ai/langgraph,kimday0326,2
langchain-ai/langgraph,didier-durand,2
langchain-ai/langgraph,emmanuel-ferdman,2
langchain-ai/langgraph,eschullert,2
langchain-ai/langgraph,ImadSaddik,2
langchain-ai/langgraph,EtelisIBM,2
langchain-ai/langgraph,j-broekhuizen,2
langchain-ai/langgraph,Kai-Wendel,2
langchain-ai/langgraph,mrkn,2
langchain-ai/langgraph,wkdghdus,2
langchain-ai/langgraph,snikch,2
langchain-ai/langgraph,Mingqi2,2
langchain-ai/langgraph,rvargas42,2
langchain-ai/langgraph,keenborder786,2
langchain-ai/langgraph,dmwcs,1
langchain-ai/langgraph,ashmod,1
langchain-ai/langgraph,spolischook,1
langchain-ai/langgraph,sarthakgupta072,1
langchain-ai/langgraph,sarathak,1
langchain-ai/langgraph,Sangamesh26,1
langchain-ai/langgraph,rudiheydra,1
langchain-ai/langgraph,ruankie,1
langchain-ai/langgraph,roybarber,1
langchain-ai/langgraph,lantern-eight,1
langchain-ai/langgraph,sushengloong,1
langchain-ai/langgraph,shivang98,1
langchain-ai/langgraph,git-siddhesh,1
langchain-ai/langgraph,dumko2001,1
langchain-ai/langgraph,SimonFrank14,1
langchain-ai/langgraph,smnmxn,1
langchain-ai/langgraph,sreeniSudharsan,1
langchain-ai/langgraph,srikantoraj,1
langchain-ai/langgraph,hemidactylus,1
langchain-ai/langgraph,ssganesh035,1
langchain-ai/langgraph,suhasdeshpande,1
langchain-ai/langgraph,moresearch,1
langchain-ai/langgraph,MohammadYehya,1
langchain-ai/langgraph,movinam,1
langchain-ai/langgraph,yoshidan,1
langchain-ai/langgraph,npentrel,1
langchain-ai/langgraph,NeerajG03,1
langchain-ai/langgraph,nehagawhane,1
langchain-ai/langgraph,sparkida,1
langchain-ai/langgraph,niklasmartin,1
langchain-ai/langgraph,NinoRisteski,1
langchain-ai/langgraph,jpablomm,1
langchain-ai/langgraph,peteragurto,1
langchain-ai/langgraph,phoenixAja,1
langchain-ai/langgraph,radi-dev,1
langchain-ai/langgraph,RafaelRViana,1
langchain-ai/langgraph,RafayethRafi,1
langchain-ai/langgraph,J0hnArren,1
langchain-ai/langgraph,Repkit,1
langchain-ai/langgraph,McCReuben,1
langchain-ai/langgraph,riyavsinha,1
langchain-ai/langgraph,Rohan-Sambidi,1
langchain-ai/langgraph,Rohit10jr,1
langchain-ai/langgraph,roninio,1
langchain-ai/langgraph,tadeodonegana,1
langchain-ai/langgraph,mathislindner,1
langchain-ai/langgraph,merdan-9,1
langchain-ai/langgraph,mohankumarelec,1
langchain-ai/langgraph,ms-tungtt,1
langchain-ai/langgraph,nlimpid,1
langchain-ai/langgraph,renchao8697,1
langchain-ai/langgraph,samuel-pullely,1
langchain-ai/langgraph,shaktiman101,1
langchain-ai/langgraph,stneng,1
langchain-ai/langgraph,tbayer,1
langchain-ai/langgraph,abetomoki0420,1
langchain-ai/langgraph,trevor-cyi,1
langchain-ai/langgraph,viren-vii,1
langchain-ai/langgraph,vksx,1
langchain-ai/langgraph,wakita181009,1
langchain-ai/langgraph,waqarahmed6095,1
langchain-ai/langgraph,xindoo,1
langchain-ai/langgraph,yoogledev,1
langchain-ai/langgraph,zzxxj216,1
langchain-ai/langgraph,zhanluxianshen,1
langchain-ai/langgraph,jieyuhuayang,1
langchain-ai/langgraph,EstebanDalelR,1
langchain-ai/langgraph,devs-talha,1
langchain-ai/langgraph,thapar25,1
langchain-ai/langgraph,Therealchainman,1
langchain-ai/langgraph,trungsudo,1
langchain-ai/langgraph,Eversmile12,1
langchain-ai/langgraph,vedant11,1
langchain-ai/langgraph,unworld11,1
langchain-ai/langgraph,xyin-anl,1
langchain-ai/langgraph,initzhang,1
langchain-ai/langgraph,ygicp,1
langchain-ai/langgraph,Melody-coder923,1
langchain-ai/langgraph,Yazanjian,1
langchain-ai/langgraph,Ag2S1,1
langchain-ai/langgraph,Yuxuan1998,1
langchain-ai/langgraph,vegetablest,1
langchain-ai/langgraph,blafab-hg,1
langchain-ai/langgraph,Doge-is-Dope,1
langchain-ai/langgraph,dmsthd,1
langchain-ai/langgraph,jujumilk3,1
langchain-ai/langgraph,inhun,1
langchain-ai/langgraph,joaquin-borggio-lc,1
langchain-ai/langgraph,khneal,1
langchain-ai/langgraph,ACMCMC,1
langchain-ai/langgraph,ColeMurray,1
langchain-ai/langgraph,DonghoonPark12,1
langchain-ai/langgraph,danielsiwiec,1
langchain-ai/langgraph,darrenclark,1
langchain-ai/langgraph,dreadn0ught,1
langchain-ai/langgraph,deepankarm,1
langchain-ai/langgraph,beowulf11,1
langchain-ai/langgraph,DhavalThkkar,1
langchain-ai/langgraph,diegoquezadac,1
langchain-ai/langgraph,dionysis11,1
langchain-ai/langgraph,doruletzz,1
langchain-ai/langgraph,efeecllk,1
langchain-ai/langgraph,emilwareus,1
langchain-ai/langgraph,kikoncuo,1
langchain-ai/langgraph,eranhirs,1
langchain-ai/langgraph,efriis,1
langchain-ai/langgraph,afadel151,1
langchain-ai/langgraph,fcourtial,1
langchain-ai/langgraph,Glavin001,1
langchain-ai/langgraph,GGyll,1
langchain-ai/langgraph,HarshNevse,1
langchain-ai/langgraph,NoRaincheck,1
langchain-ai/langgraph,AG2AI-Admin,1
langchain-ai/langgraph,aaw,1
langchain-ai/langgraph,ashirgao,1
langchain-ai/langgraph,adriaanjoubert,1
langchain-ai/langgraph,ahmadelmalah,1
langchain-ai/langgraph,AhmedGMurtaza,1
langchain-ai/langgraph,al1p-R,1
langchain-ai/langgraph,waleko,1
langchain-ai/langgraph,AlexeyBond,1
langchain-ai/langgraph,allenc97,1
langchain-ai/langgraph,TheDev05,1
langchain-ai/langgraph,ajosh0504,1
langchain-ai/langgraph,arishokri,1
langchain-ai/langgraph,arnoan,1
langchain-ai/langgraph,arthberman,1
langchain-ai/langgraph,AryanMadhavVerma,1
langchain-ai/langgraph,bhavya3024,1
langchain-ai/langgraph,soulhat,1
langchain-ai/langgraph,Brant-lzh,1
langchain-ai/langgraph,cesarwbr,1
langchain-ai/langgraph,agentsc07,1
langchain-ai/langgraph,nonchris,1
langchain-ai/langgraph,HenryKobin,1
langchain-ai/langgraph,laelhalawani,1
langchain-ai/langgraph,larsenweigle,1
langchain-ai/langgraph,jongwoo328,1
langchain-ai/langgraph,leeroybrun,1
langchain-ai/langgraph,lennijusten,1
langchain-ai/langgraph,loganrosen,1
langchain-ai/langgraph,LostInCode404,1
langchain-ai/langgraph,ldorigo,1
langchain-ai/langgraph,llukito,1
langchain-ai/langgraph,mcavdar,1
langchain-ai/langgraph,marcellomaugeri,1
langchain-ai/langgraph,PeriniM,1
langchain-ai/langgraph,mtrinell,1
langchain-ai/langgraph,mme,1
langchain-ai/langgraph,Mathieuka,1
langchain-ai/langgraph,matsfinsas,1
langchain-ai/langgraph,mdancho84,1
langchain-ai/langgraph,mattsteadman,1
langchain-ai/langgraph,maxmeadowcroft,1
langchain-ai/langgraph,MicaelJarniac,1
langchain-ai/langgraph,donMichaelL,1
langchain-ai/langgraph,mihaic,1
langchain-ai/langgraph,hello2mao,1
langchain-ai/langgraph,Howe829,1
langchain-ai/langgraph,lhwzds,1
langchain-ai/langgraph,HoseinAkbarzadeh,1
langchain-ai/langgraph,wikey,1
langchain-ai/langgraph,idosal,1
langchain-ai/langgraph,N0-Flux-given,1
langchain-ai/langgraph,Imvikram99,1
langchain-ai/langgraph,Etelis,1
langchain-ai/langgraph,JasonJ2021,1
langchain-ai/langgraph,jiawei-hong,1
langchain-ai/langgraph,jsambuo,1
langchain-ai/langgraph,mltsy,1
langchain-ai/langgraph,mariomeissner,1
langchain-ai/langgraph,jonhpark7966,1
langchain-ai/langgraph,jlmayorga,1
langchain-ai/langgraph,shresthakamal,1
langchain-ai/langgraph,kajarenc,1
langchain-ai/langgraph,Kavya-24,1
langchain-ai/langgraph,kghamilton89,1
langchain-ai/langgraph,justmarkham,1
langchain-ai/langgraph,Krnadiger,1
QuantumNous/new-api,Calcium-Ion,2577
QuantumNous/new-api,songquanpeng,509
QuantumNous/new-api,seefs001,506
QuantumNous/new-api,t0ng7u,411
QuantumNous/new-api,creamlike1024,186
QuantumNous/new-api,feitianbubu,164
QuantumNous/new-api,RedwindA,105
QuantumNous/new-api,xyfacai,53
QuantumNous/new-api,HynoR,44
QuantumNous/new-api,QuentinHsu,32
QuantumNous/new-api,somnifex,25
QuantumNous/new-api,guoruqiang,25
QuantumNous/new-api,wzxjohn,22
QuantumNous/new-api,tbphp,19
QuantumNous/new-api,iszcz,18
QuantumNous/new-api,dependabot[bot],17
QuantumNous/new-api,nekohy,16
QuantumNous/new-api,prnake,16
QuantumNous/new-api,mrhaoji,15
QuantumNous/new-api,neotf,14
QuantumNous/new-api,bubblepipe,13
QuantumNous/new-api,MapleEve,12
QuantumNous/new-api,luxlzz6,12
QuantumNous/new-api,danding5,12
QuantumNous/new-api,littlewrite,11
QuantumNous/new-api,Yan-Zero,11
QuantumNous/new-api,Sh1n3zZ,10
QuantumNous/new-api,quzard,9
QuantumNous/new-api,comeback01,8
QuantumNous/new-api,Licoy,8
QuantumNous/new-api,Sacode,7
QuantumNous/new-api,igophper,7
QuantumNous/new-api,zhongyuanzhao-alt,7
QuantumNous/new-api,JoeyLearnsToCode,7
QuantumNous/new-api,Ehco1996,7
QuantumNous/new-api,xiangyuanliu,6
QuantumNous/new-api,xixingya,6
QuantumNous/new-api,liusanp,6
QuantumNous/new-api,google-labs-jules[bot],6
QuantumNous/new-api,glzjin,6
QuantumNous/new-api,ckt1031,6
QuantumNous/new-api,fevrax,6
QuantumNous/new-api,x-Ai,5
QuantumNous/new-api,daggeryu,5
QuantumNous/new-api,xqx333,5
QuantumNous/new-api,wans10,5
QuantumNous/new-api,p3psi-boo,5
QuantumNous/new-api,QAbot-zh,5
QuantumNous/new-api,OswinWu,5
QuantumNous/new-api,kuwork,4
QuantumNous/new-api,qixing-jk,3
QuantumNous/new-api,binorxin,3
QuantumNous/new-api,duyazhe,3
QuantumNous/new-api,mehunk,3
QuantumNous/new-api,xqx121,3
QuantumNous/new-api,kyubibii,3
QuantumNous/new-api,atopos31,3
QuantumNous/new-api,AAEE86,3
QuantumNous/new-api,Bliod-Cook,3
QuantumNous/new-api,clansty,3
QuantumNous/new-api,MartialBE,3
QuantumNous/new-api,OrdinarySF,3
QuantumNous/new-api,Raymondxox,3
QuantumNous/new-api,StageDog,3
QuantumNous/new-api,Panda-doc,3
QuantumNous/new-api,c121914yu,2
QuantumNous/new-api,joesonshaw,2
QuantumNous/new-api,kahosan,2
QuantumNous/new-api,kakingone,2
QuantumNous/new-api,leezhuuuuu,2
QuantumNous/new-api,OiAnthony,2
QuantumNous/new-api,lollipopkit,2
QuantumNous/new-api,oudi,2
QuantumNous/new-api,zihan-huang,2
QuantumNous/new-api,yyhhyyyyyy,2
QuantumNous/new-api,lamcodes,2
QuantumNous/new-api,zuiho-kai,2
QuantumNous/new-api,DaZuiZui,2
QuantumNous/new-api,wozulong,2
QuantumNous/new-api,kingxjs,2
QuantumNous/new-api,jimmyshjj,2
QuantumNous/new-api,PaperPlaneDeemo,2
QuantumNous/new-api,lcq225,2
QuantumNous/new-api,palboss,2
QuantumNous/new-api,yinuan-i,2
QuantumNous/new-api,bddiudiu,2
QuantumNous/new-api,IllTamer,2
QuantumNous/new-api,shikaiwei1,2
QuantumNous/new-api,KamiPasi,2
QuantumNous/new-api,KiGamji,2
QuantumNous/new-api,Li-Xingyu,2
QuantumNous/new-api,detecti1,2
QuantumNous/new-api,jasonmei012,2
QuantumNous/new-api,h1xy,2
QuantumNous/new-api,etnAtker,2
QuantumNous/new-api,ScioNos,2
QuantumNous/new-api,antecanis8,2
QuantumNous/new-api,a497625414,2
QuantumNous/new-api,a37836323,2
QuantumNous/new-api,TinsFox,2
QuantumNous/new-api,miniers,2
QuantumNous/new-api,mageia,2
QuantumNous/new-api,wuhan005,1
QuantumNous/new-api,jiajunly,1
QuantumNous/new-api,zenghongtu,1
QuantumNous/new-api,jochne,1
QuantumNous/new-api,kikii16,1
QuantumNous/new-api,lanfunoe,1
QuantumNous/new-api,lgphone,1
QuantumNous/new-api,YOMIKI,1
QuantumNous/new-api,Mgrsc,1
QuantumNous/new-api,nightcoffee,1
QuantumNous/new-api,pigletfly,1
QuantumNous/new-api,Honghurumeng,1
QuantumNous/new-api,lfshao,1
QuantumNous/new-api,think007,1
QuantumNous/new-api,goodmorning10,1
QuantumNous/new-api,hepeichun,1
QuantumNous/new-api,Caisin,1
QuantumNous/new-api,heimoshuiyu,1
QuantumNous/new-api,hallelujah-shih,1
QuantumNous/new-api,funnycups,1
QuantumNous/new-api,funkpopo,1
QuantumNous/new-api,forsakenyang,1
QuantumNous/new-api,Feiyuyu0503,1
QuantumNous/new-api,fatcat-ww,1
QuantumNous/new-api,delph1s,1
QuantumNous/new-api,deanxv,1
QuantumNous/new-api,datehoer,1
QuantumNous/new-api,dahetaoa,1
QuantumNous/new-api,crabkun,1
QuantumNous/new-api,1420970597,1
QuantumNous/new-api,147API,1
QuantumNous/new-api,playniuniu,1
QuantumNous/new-api,lvtao-net,1
QuantumNous/new-api,maranello-o,1
QuantumNous/new-api,Hoshino-Yumetsuki,1
QuantumNous/new-api,a4399518s,1
QuantumNous/new-api,assert6,1
QuantumNous/new-api,imlhb,1
QuantumNous/new-api,weikecloud,1
QuantumNous/new-api,zjjxwhh,1
QuantumNous/new-api,ion1ze,1
QuantumNous/new-api,zhaolion,1
QuantumNous/new-api,zdwy5,1
QuantumNous/new-api,zaunist,1
QuantumNous/new-api,yunayj,1
QuantumNous/new-api,yiGmMk,1
QuantumNous/new-api,xy3xy3,1
QuantumNous/new-api,xifan2333,1
QuantumNous/new-api,xiangsx,1
QuantumNous/new-api,wxDadadada,1
QuantumNous/new-api,wwalt1a,1
QuantumNous/new-api,jarvis-u,1
QuantumNous/new-api,woodchen-ink,1
QuantumNous/new-api,wkxu,1
QuantumNous/new-api,wellsgz,1
QuantumNous/new-api,v1cc0,1
QuantumNous/new-api,tylinux,1
QuantumNous/new-api,jsubnew,1
QuantumNous/new-api,sljeff,1
QuantumNous/new-api,simplty,1
QuantumNous/new-api,LeslieLeung,1
QuantumNous/new-api,LeonDevLifeLog,1
QuantumNous/new-api,LainCyberia,1
QuantumNous/new-api,kidultx,1
QuantumNous/new-api,xyspg,1
QuantumNous/new-api,RockChinQ,1
QuantumNous/new-api,Jungley8,1
QuantumNous/new-api,adevjoe,1
QuantumNous/new-api,JerryKwan,1
QuantumNous/new-api,yinghua007,1
QuantumNous/new-api,eltociear,1
QuantumNous/new-api,Tailen,1
QuantumNous/new-api,QingyeSC,1
QuantumNous/new-api,ye4293,1
QuantumNous/new-api,FlowerRealm,1
QuantumNous/new-api,BenLampson,1
QuantumNous/new-api,zeyugao,1
QuantumNous/new-api,D26FORWARD,1
QuantumNous/new-api,diemus,1
QuantumNous/new-api,wellcoming,1
QuantumNous/new-api,claude,1
QuantumNous/new-api,chokiproai,1
QuantumNous/new-api,hubutui,1
QuantumNous/new-api,ImSingee,1
QuantumNous/new-api,0xCryptoZen,1
QuantumNous/new-api,anhao,1
QuantumNous/new-api,LarchLiu,1
QuantumNous/new-api,akkuman,1
QuantumNous/new-api,9Ninety,1
QuantumNous/new-api,0-don,1
QuantumNous/new-api,congyijiu,1
QuantumNous/new-api,chunzhimoe,1
QuantumNous/new-api,cjm0810151,1
QuantumNous/new-api,bbbugg,1
QuantumNous/new-api,aotsukiqx,1
QuantumNous/new-api,akl7777777,1
QuantumNous/new-api,fangzhengjin,1
QuantumNous/new-api,ZhangYichi-ZYc,1
QuantumNous/new-api,laozuzhen,1
QuantumNous/new-api,Yincmewy,1
QuantumNous/new-api,Yiffyi,1
QuantumNous/new-api,wizcas,1
QuantumNous/new-api,worryzyy,1
QuantumNous/new-api,naaive,1
QuantumNous/new-api,shiqimei,1
QuantumNous/new-api,RixAPI,1
QuantumNous/new-api,redreamality,1
QuantumNous/new-api,aoaostar,1
QuantumNous/new-api,PeterDaveHello,1
QuantumNous/new-api,zpc7,1
QuantumNous/new-api,olivertzeng,1
QuantumNous/new-api,NyaMisty,1
QuantumNous/new-api,NoahCodeGG,1
QuantumNous/new-api,NitroRCr,1
QuantumNous/new-api,Nana7mi1,1
QuantumNous/new-api,MyPrototypeWhat,1
QuantumNous/new-api,MomentDerek,1
QuantumNous/new-api,dirname,1
QuantumNous/new-api,troyhantech,1
QuantumNous/new-api,MUTED64,1
mozilla-ai/llamafile,jart,600
mozilla-ai/llamafile,cjpais,45
mozilla-ai/llamafile,stlhood,22
mozilla-ai/llamafile,corebonts,16
mozilla-ai/llamafile,aittalam,11
mozilla-ai/llamafile,mofosyne,9
mozilla-ai/llamafile,ahgamut,9
mozilla-ai/llamafile,mrdomino,8
mozilla-ai/llamafile,ikawrakow,7
mozilla-ai/llamafile,njbrake,5
mozilla-ai/llamafile,ggerganov,5
mozilla-ai/llamafile,gabe-l-hart,4
mozilla-ai/llamafile,eltociear,3
mozilla-ai/llamafile,k8si,3
mozilla-ai/llamafile,rasmith,2
mozilla-ai/llamafile,ziedbha,2
mozilla-ai/llamafile,Xydane,2
mozilla-ai/llamafile,vlasky,2
mozilla-ai/llamafile,matthewbcool,2
mozilla-ai/llamafile,Mardak,2
mozilla-ai/llamafile,phoboslab,2
mozilla-ai/llamafile,daavoo,2
mozilla-ai/llamafile,chand1012,2
mozilla-ai/llamafile,alonsosilvaallende,2
mozilla-ai/llamafile,jammm,1
mozilla-ai/llamafile,martin0258,1
mozilla-ai/llamafile,iOnline247,1
mozilla-ai/llamafile,heaversm,1
mozilla-ai/llamafile,MrLinks75,1
mozilla-ai/llamafile,peteski22,1
mozilla-ai/llamafile,rgroesslinger,1
mozilla-ai/llamafile,rsanheim,1
mozilla-ai/llamafile,sizvix,1
mozilla-ai/llamafile,halter73,1
mozilla-ai/llamafile,sthen,1
mozilla-ai/llamafile,ThePersonOfFun,1
mozilla-ai/llamafile,veekaybee,1
mozilla-ai/llamafile,vwoloszyn,1
mozilla-ai/llamafile,epicfilemcnulty,1
mozilla-ai/llamafile,ngxson,1
mozilla-ai/llamafile,Zibri,1
mozilla-ai/llamafile,henfiber,1
mozilla-ai/llamafile,jeromew,1
mozilla-ai/llamafile,josher19,1
mozilla-ai/llamafile,recursionbane,1
mozilla-ai/llamafile,tarcey,1
mozilla-ai/llamafile,z80maniac,1
mozilla-ai/llamafile,abetlen,1
mozilla-ai/llamafile,AndrewGodfrey,1
mozilla-ai/llamafile,amakropoulos,1
mozilla-ai/llamafile,BIGPPWONG,1
mozilla-ai/llamafile,bquast,1
mozilla-ai/llamafile,cjrh,1
mozilla-ai/llamafile,RealJosephus,1
mozilla-ai/llamafile,dmcardle,1
mozilla-ai/llamafile,Djip007,1
mozilla-ai/llamafile,emilbayes,1
mozilla-ai/llamafile,gregschwartz,1
mozilla-ai/llamafile,hafta,1
mozilla-ai/llamafile,haohui,1
mozilla-ai/llamafile,Stillerman,1
mozilla-ai/llamafile,JohannesGaessler,1
mozilla-ai/llamafile,epaga,1
mozilla-ai/llamafile,monatis,1
mozilla-ai/llamafile,mhyrzt,1
mozilla-ai/llamafile,mseri,1
mozilla-ai/llamafile,MarcusDunn,1
letta-ai/letta,carenthomas,2012
letta-ai/letta,sarahwooders,1214
letta-ai/letta,mattzh72,1209
letta-ai/letta,cpacker,951
letta-ai/letta,kianjones9,374
letta-ai/letta,jnjpng,282
letta-ai/letta,cliandy,213
letta-ai/letta,4shub,195
letta-ai/letta,AriWebb,162
letta-ai/letta,vivi,161
letta-ai/letta,kl2806,127
letta-ai/letta,cpfiffer,41
letta-ai/letta,mlong93,40
letta-ai/letta,github-actions[bot],39
letta-ai/letta,christinatong01,33
letta-ai/letta,goetzrobin,20
letta-ai/letta,amysguan,19
letta-ai/letta,tombedor,15
letta-ai/letta,Shangyint,14
letta-ai/letta,agiletechnologist,11
letta-ai/letta,lyeric2022,10
letta-ai/letta,ShishirPatil,10
letta-ai/letta,wsargent,10
letta-ai/letta,madgrizzle,9
letta-ai/letta,lemorage,9
letta-ai/letta,kk-src,7
letta-ai/letta,Maximilian-Winter,7
letta-ai/letta,robbyt,7
letta-ai/letta,QZGao,6
letta-ai/letta,ahmedrowaihi,5
letta-ai/letta,knowsuchagency,5
letta-ai/letta,shelleypham,5
letta-ai/letta,oderwat,5
letta-ai/letta,devanshrj,5
letta-ai/letta,arduenify,5
letta-ai/letta,a67793581,4
letta-ai/letta,eltociear,4
letta-ai/letta,jimlloyd,4
letta-ai/letta,ifsheldon,4
letta-ai/letta,andrewrfitz,4
letta-ai/letta,norton120,4
letta-ai/letta,tractorjuice,3
letta-ai/letta,JamMaster1999,3
letta-ai/letta,sanegaming,3
letta-ai/letta,jward92,3
letta-ai/letta,scenaristeur,3
letta-ai/letta,antondevson,3
letta-ai/letta,rabbabansh,3
letta-ai/letta,dreadful-dev,2
letta-ai/letta,yuleisheng,2
letta-ai/letta,tarunkumark,2
letta-ai/letta,starsnatched,2
letta-ai/letta,dboyliao,2
letta-ai/letta,AliSayyah,2
letta-ai/letta,wrmedford,2
letta-ai/letta,SootyOwl,2
letta-ai/letta,Rudra-Ji,2
letta-ai/letta,nrox,2
letta-ai/letta,untilhamza,2
letta-ai/letta,dsinghvi,2
letta-ai/letta,kyuds,2
letta-ai/letta,stocyr,2
letta-ai/letta,claucambra,2
letta-ai/letta,SwastikGorai,1
letta-ai/letta,vysona-scott,1
letta-ai/letta,sethanderson1,1
letta-ai/letta,ShaliniR8,1
letta-ai/letta,shresthasurav,1
letta-ai/letta,jackalxyz,1
